code,first_name,second_name,web_name,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25,25-26,fbref,understat,transfermarkt
85955,Jorge Luiz,Frello Filho,Jorginho,,,459.0,118.0,105.0,123.0,130.0,9.0,7.0,,45db685d,1389.0,102017
85971,Son,Heung-min,Son,402.0,390.0,367.0,342.0,390.0,359.0,428.0,516.0,503.0,579.0,92e7e919,453.0,91845
86129,Kalidou,Koulibaly,Koulibaly,,,,,,,520.0,,,,da974c7b,1376.0,93128
86153,Martín,Montoya,Montoya,,,503.0,38.0,63.0,,,,,,5cec2487,1950.0,68645
86173,Manuel,Agudo Durán,Nolito,237.0,254.0,,,,,,,,,b2d0ec1b,1732.0,70934
86176,Tom,Ince,Ince,,182.0,203.0,,,,,,,,67d23ab0,4454.0,157368
86417,Jeffrey,Schlupp,Schlupp,169.0,123.0,141.0,137.0,142.0,155.0,161.0,240.0,214.0,,3312f911,757.0,157506
86431,Brice,Dja Djédjé,Dja Djédjé,481.0,,,,,,,,,,d8593687,3605.0,93690
86873,Benjamin,Lecomte,Lecomte,,,,,,,,,,664.0,2fa2a875,3451.0,127181
86881,Nampalys,Mendy,Mendy,183.0,205.0,527.0,179.0,518.0,203.0,252.0,,,,1598599e,1785.0,111051
86934,Manuel,Lanzini,Lanzini,462.0,453.0,414.0,391.0,439.0,416.0,460.0,,,,26f6dca8,535.0,135853
87107,Cyrus,Christie,Christie,,,460.0,,179.0,,,,,,7eb67dad,6833.0,158623
87121,Kieron,Freeman,Freeman,,,,292.0,,,,,,,c13c24c8,8046.0,158703
87396,Moritz,Leitner,Leitner,,,,288.0,,,,,,,9460aaed,1217.0,82243
87428,Elias,Kachunga,Kachunga,,181.0,212.0,,,,,,,,5bddccc9,248.0,49501
87447,Muhamed,Bešić,Bešić,139.0,152.0,,522.0,,,,,,,7ca9f0f0,908.0,93905
87835,Matt,Doherty,Doherty,,,425.0,401.0,457.0,360.0,429.0,598.0,543.0,632.0,d557d734,6852.0,171679
87856,Michael,Hefele,Hefele,,167.0,,,,,,,,,91bdc54a,6039.0,102382
87873,Stuart,Dallas,Dallas,,,,,200.0,188.0,226.0,,,,67ca8566,8718.0,158764
88170,Jiri,Skalak,Skalak,,67.0,,,,,,,,,beaec218,6106.0,148734
88175,Lovre,Kalinic,Kalinic,,,,474.0,,,,,,,3a74f92b,8253.0,46405
88248,Stefan,Ortega Moreno,Ortega Moreno,,,,,,,324.0,361.0,358.0,400.0,c1242d4e,8786.0,85941
88482,Álvaro,Morata,Morata,,472.0,134.0,,,,,,,,129af0db,1804.0,128223
88484,Pablo,Sarabia,Sarabia,,,,,,,704.0,570.0,565.0,,9744ff80,2199.0,74230
88498,Benik,Afobe,Afobe,52.0,49.0,,,,,,,,,b63f4077,826.0,110858
88734,Neil,Etheridge,Etheridge,,,88.0,,,,,,,,2642bf6c,6821.0,61694
88894,Ross,Barkley,Barkley,134.0,149.0,127.0,117.0,106.0,124.0,131.0,630.0,29.0,55.0,3a24769f,592.0,131978
88898,Moses,Odubajo,Odubajo,151.0,,,,,,,,,,761bc132,,163738
88900,Jack,Stephens,Stephens,504.0,313.0,333.0,308.0,367.0,338.0,404.0,,472.0,,6adbc307,1735.0,163744
88935,Steven,Berghuis,Berghuis,421.0,411.0,,,,,,,,,713c144a,744.0,129554
89068,Layvin,Kurzawa,Kurzawa,,,,,,,613.0,,,,41e7ef1c,3298.0,126710
89076,Remo,Freuler,Freuler,,,,,,,582.0,446.0,,,98d2c2c4,1488.0,148252
89085,Nathaniel,Chalobah,Chalobah,530.0,112.0,387.0,374.0,,385.0,203.0,,,,422862ea,1677.0,128900
89274,José Ignacio,Peleteiro Romallo,Jota,,,,36.0,34.0,,,,,,9f351459,2132.0,176591
89335,Saúl,Ñíguez,Saúl,,,,,,592.0,,,,,c14bc029,2266.0,148928
89470,Onel,Hernández,Hernández,,,,284.0,,320.0,,,,,007b39a5,7697.0,109751
89572,Denis,Suárez,Suárez,,,586.0,,,,,,,,12c50af5,2308.0,165007
90105,Ryan,Fraser,Fraser,536.0,47.0,40.0,75.0,507.0,298.0,359.0,410.0,397.0,,d56543a0,1683.0,146795
90152,Raphaël,Varane,R.Varane,,,,,,555.0,329.0,395.0,,,9f8e9423,2245.0,164770
90263,James,Husband,Husband,661.0,,,,,,,,,,33e2d513,5576.0,167393
90440,Tom,Trybull,Trybull,,,,290.0,,,,,,,552aa16c,7692.0,93831
90517,Robbie,Brady,Brady,640.0,87.0,79.0,98.0,95.0,,,,,,96bb8cc2,789.0,128229
90518,Ravel,Morrison,Morrison,,,,456.0,,,,,,,bf59c794,1883.0,128907
90585,Willy,Boly,Boly,,,423.0,405.0,458.0,428.0,474.0,439.0,425.0,514.0,a4ac4b8f,6850.0,142310
90714,Ahmed,Musa,Musa,187.0,207.0,,,,,,,,,b7084daf,1681.0,168337
91046,Cauley,Woodrow,Woodrow,,,,,,,,340.0,,,d3085b49,11721.0,169801
91047,Stuart,Armstrong,S.Armstrong,,,345.0,323.0,368.0,339.0,405.0,,,,97333cf5,6893.0,130765
91126,Will,Keane,Keane,557.0,,,,,,,,,,fc7f8f87,1047.0,118535
91651,Mateo,Kovačić,Kovačić,,,499.0,432.0,107.0,125.0,132.0,356.0,354.0,422.0,79c0821a,2254.0,51471
91889,Niclas,Füllkrug,Füllkrug,,,,,,,,,589.0,625.0,4f16405e,6098.0,75489
91972,Saido,Berahino,Berahino,448.0,349.0,,,,,,,,,25b166d0,811.0,128897
91979,Jon,Flanagan,Flanagan,194.0,514.0,,,,,,,,,f2428fd4,490.0,145922
92159,Jetro,Willems,Willems,,,,498.0,,,,,,,9050ddc4,6143.0,146258
92170,Massadio,Haidara,Haidara,,465.0,,,,,,,,,5167c97e,943.0,170929
92217,Roberto,Firmino,Firmino,209.0,235.0,257.0,187.0,249.0,228.0,279.0,,,,4c370d81,482.0,131789
92259,Neeskens,Kebano,Kebano,,,187.0,,180.0,,204.0,,,,18b999f4,6840.0,111422
92293,Omar,Elabdellaoui,Elabdellaoui,634.0,,,,,,,,,,4f56170e,5551.0,121404
92371,Pablo,Marí Villar,Pablo Marí,,,,617.0,10.0,8.0,20.0,,,,aa54ec6f,8380.0,210178
92383,Nahki,Wells,Wells,,185.0,86.0,,,,,,,,b070482d,6389.0,173483
93001,Konstantinos,Stafylidis,Stafylidis,,599.0,,,,,,,,,861e0116,368.0,148967
93100,Jannik,Vestergaard,Vestergaard,,,463.0,304.0,369.0,340.0,253.0,,307.0,,1900032e,111.0,99331
93127,Jesé,Rodríguez Ruiz,Jesé,,512.0,,,,,,,,,4a537185,2256.0,134936
93264,Eric,Dier,Dier,390.0,384.0,361.0,350.0,391.0,361.0,430.0,496.0,,,ac861941,643.0,175722
93284,Florin,Andone,Andone,,,66.0,46.0,64.0,500.0,,,,,dc008610,4068.0,177065
93464,Tom,Carroll,Carroll,397.0,367.0,,,,,,,,,5a1900a4,653.0,121279
94147,Conor,Coady,Coady,,,430.0,403.0,459.0,429.0,475.0,,288.0,,2928dca2,6851.0,128901
94245,Michy,Batshuayi,Batshuayi,96.0,113.0,592.0,461.0,108.0,126.0,,,,,2973d8ff,1678.0,179184
94248,Sergio,Rico,Rico,,,509.0,,,,,,,,5f0241b2,2072.0,207302
94924,Gerard,Deulofeu,Deulofeu,141.0,609.0,394.0,363.0,,,,,,,39583cfd,591.0,129476
94926,Freddie,Ladapo,Ladapo,508.0,505.0,,,,,,,276.0,,da2b8db3,1778.0,233998
95463,Danny,Ward,Ward,,530.0,457.0,170.0,223.0,204.0,254.0,,308.0,,d3ce0e89,473.0,203026
95508,Fredrik,Ulvestad,Ulvestad,65.0,575.0,,,,,,,,,8f160d73,1788.0,158022
95658,Harry,Maguire,Maguire,153.0,198.0,220.0,160.0,298.0,273.0,330.0,387.0,377.0,442.0,d8931174,1687.0,177907
95715,Lucas,Rodrigues Moura da Silva,Lucas Moura,,617.0,370.0,345.0,392.0,362.0,431.0,,,,2b622f01,3293.0,77100
96305,Jay,Fulton,Fulton,371.0,362.0,,,,,,,,,434ad289,896.0,171260
96306,Stephen,Kingsley,Kingsley,365.0,355.0,,,,,,,,,488cc9c7,892.0,184398
96764,M'Baye,Niang,Niang,637.0,,,,,,,,,,2054d037,1126.0,157501
96767,Dimitri,Foulquier,Foulquier,,,,542.0,,,,,,,45e17712,2509.0,170472
96778,Adam,Reach,Reach,285.0,,,,,,,,,,33a2d4dc,1768.0,163530
96784,Jordan,Clark,Clark,,,,,,,,320.0,,,7c5fa6cf,12187.0,184129
96787,Mohamed,Elyounoussi,Elyounoussi,,,346.0,322.0,,517.0,406.0,,,,68dc0dac,6894.0,186644
96994,Bobby,De Cordova-Reid,De Cordova-Reid,,,110.0,,181.0,,205.0,270.0,290.0,,0f7533cd,6827.0,186186
97032,Virgil,van Dijk,Virgil,303.0,311.0,246.0,183.0,250.0,229.0,280.0,313.0,339.0,373.0,e06683ca,833.0,139208
97296,Tommie,Hoban,Hoban,480.0,,,,,,,,,,45045170,1002.0,183161
97299,John,Stones,Stones,128.0,242.0,262.0,207.0,273.0,252.0,302.0,368.0,362.0,409.0,5eecec3d,586.0,186590
97485,Kevin,Wimmer,Wimmer,388.0,383.0,,,,,,,,,faf55ce4,650.0,122675
97615,Mike,van der Hoorn,van der Hoorn,366.0,356.0,,,,,,,,,25f50295,1702.0,187105
97846,Alex,Cairns,Cairns,,,,,,,,,,340.0,1a5e36e7,,194386
98745,Héctor,Bellerín,Bellerín,6.0,7.0,4.0,2.0,11.0,9.0,,,,,f874dd44,492.0,191217
98747,Nick,Pope,Pope,471.0,469.0,68.0,93.0,96.0,112.0,376.0,424.0,413.0,469.0,4b40d9ca,5552.0,192080
98770,Ørjan,Nyland,Nyland,,,,27.0,35.0,,,,,,bdedffac,250.0,73517
98780,Juan Carlos,Paredes,Paredes,410.0,,,,,,,,,,5d8c6afd,578.0,100507
98914,Guido,Carrillo,Carrillo,,607.0,350.0,,,,,,,,8f898ba8,3424.0,184672
98980,Emiliano,Martínez Romero,Martinez,657.0,3.0,542.0,427.0,12.0,30.0,31.0,49.0,47.0,32.0,7956236f,4401.0,111873
99127,Joel,Campbell,Campbell,23.0,,,,,,,,,,895ff3ca,506.0,131248
99323,Lazar,Markovic,Markovic,206.0,,594.0,,,,,,,,723ba189,4406.0,144303
100059,Alberto,Moreno,Moreno,192.0,216.0,240.0,,,,,,,,11b9265b,608.0,207917
100180,Danilo Luiz,da Silva,Danilo,,483.0,266.0,209.0,,,,,,,94b2001f,2244.0,145707
100412,André,Carrillo,Carrillo,,527.0,,,,,,,,,7527558b,6230.0,135057
100649,Bernard,Anício Caldeira Duarte,Bernard,,,507.0,152.0,154.0,167.0,,,,,ab4b3e35,7063.0,175169
101061,Philip,Heise,Heise,,,,484.0,,,,,,,ef66b362,70.0,112617
101105,Joe,Bryan,Bryan,,,510.0,,182.0,,206.0,,,,af69e7f0,6834.0,194460
101148,Jamaal,Lascelles,Lascelles,,290.0,312.0,258.0,328.0,299.0,360.0,419.0,407.0,480.0,450ab6fc,766.0,183318
101178,James,Ward-Prowse,Ward-Prowse,306.0,317.0,338.0,321.0,370.0,341.0,407.0,664.0,531.0,614.0,3515d404,843.0,181579
101179,Lloyd,Isgrove,Isgrove,584.0,,,,,,,,,,430696d5,1761.0,226965
101184,Calum,Chambers,Chambers,11.0,480.0,9.0,467.0,13.0,10.0,32.0,37.0,,,dc6f5bdd,508.0,215118
101188,Lucas,Digne,Digne,,,484.0,141.0,155.0,168.0,33.0,42.0,36.0,37.0,1b84dbe1,1823.0,126664
101338,Marcel,Sabitzer,Sabitzer,,,,,,,728.0,,,,e280527c,5248.0,106987
101394,Okay,Yokuslu,Yokuslu,,,,,654.0,,,,,,e49ce451,6932.0,137616
101537,Felipe Anderson,Pereira Gomes,Felipe Anderson,,,465.0,390.0,440.0,,,,,,9f1893b9,1208.0,159372
101582,Frederico,Rodrigues de Paula Santos,Fred,,,304.0,244.0,299.0,274.0,331.0,381.0,,,b853e0ad,6817.0,191614
101668,Jamie,Vardy,Vardy,184.0,209.0,234.0,166.0,224.0,205.0,255.0,,306.0,,45963054,755.0,197838
101982,Sam,Johnstone,Johnstone,,,,,417.0,,175.0,230.0,204.0,627.0,9e5708be,978.0,110864
102057,Raúl,Jiménez Rodríguez,Raúl,,,437.0,409.0,460.0,430.0,476.0,558.0,252.0,337.0,b561db50,4105.0,206040
102366,Moritz,Bauer,Bauer,,594.0,,,,,,,,,cfe6238d,5453.0,159692
102380,Antonio,Rüdiger,Rüdiger,,103.0,118.0,104.0,109.0,127.0,,,,,18b896d6,1822.0,86202
102549,Adam,Davies,A.Davies,,,,,,,,479.0,,,71894777,11733.0,121254
102738,Giannelli,Imbula,Imbula,334.0,343.0,,,,,,,,,b86fe156,861.0,130756
102747,Djibril,Sidibé,Sidibé,,,,511.0,,,,,,,4c5b714f,3357.0,161869
102826,Benjamin,Mendy,Mendy,,484.0,267.0,204.0,274.0,253.0,,,,,5271c8f1,3389.0,157495
102836,Brice,Samba,Samba,,,,,,,382.0,,,,60d90c55,4748.0,191056
102884,Paulo,Gazzaniga Farias,Gazzaniga,295.0,565.0,536.0,341.0,393.0,,207.0,,,,63d17038,973.0,195488
103025,Riyad,Mahrez,Mahrez,176.0,199.0,223.0,217.0,275.0,254.0,303.0,359.0,,,892d5bb1,750.0,171424
103100,Jonathan,Williams,Williams,116.0,,,,,,,,,,49b8432c,1060.0,170322
103123,Sébastien,Haller,Haller,,,,457.0,441.0,,,,,,ba115a40,6144.0,181375
103127,Molla,Wagué,Wagué,645.0,197.0,,,,,,,,,a440d8ca,1159.0,129893
103192,Kurt,Zouma,Zouma,79.0,99.0,526.0,459.0,110.0,128.0,461.0,544.0,532.0,,ce4246f5,935.0,157509
103912,Jordon,Ibe,Ibe,46.0,45.0,38.0,78.0,,,,,,,9f736ed2,481.0,195652
103914,Charlie,Taylor,Taylor,,81.0,74.0,87.0,97.0,113.0,,178.0,475.0,,cc2d7ad5,6044.0,195633
103955,Raheem,Sterling,Sterling,228.0,247.0,270.0,214.0,276.0,255.0,304.0,216.0,186.0,,b400bde0,618.0,134425
104047,Pelly Ruddock,Mpanzu,Mpanzu,,,,,,,,582.0,,,a9b1c319,11716.0,244338
104073,Joe,Ralls,Ralls,,,98.0,,,,,,,,3730fcbc,6825.0,195680
104535,Harry,Bunn,Bunn,,179.0,,,,,,,,,c8d840f0,,186290
104542,Loris,Karius,Karius,189.0,214.0,238.0,,,,626.0,580.0,,,32e7ce92,37.0,85864
104545,Tommy,Smith,Smith,,166.0,194.0,,,,,,,,e9208654,6029.0,121398
104547,Dwight,Gayle,Gayle,,301.0,325.0,554.0,329.0,300.0,361.0,,,,e58a03c6,743.0,196522
104953,Christian,Atsu,Atsu,,300.0,320.0,267.0,330.0,,,,,,8816329f,2344.0,186997
105377,Ezgjan,Alioski,Alioski,,,,,201.0,,,,,,1a7fcf39,8722.0,129604
105666,Jack,Butland,Butland,316.0,328.0,,,586.0,156.0,162.0,,,,cc70a1d5,856.0,128899
105700,Davide,Zappacosta,Zappacosta,,543.0,120.0,109.0,,,,,,,7fe90ccd,1178.0,173859
105717,Arthur,Masuaku,Masuaku,505.0,446.0,410.0,378.0,442.0,417.0,462.0,,,678.0,57df7a11,1760.0,181380
106449,Kevin,Stewart,Stewart,198.0,,,,,,,,,,ff674795,479.0,200782
106450,Alex,Pritchard,Pritchard,401.0,593.0,206.0,,,,,,,,ff9fcd4d,815.0,200777
106468,Álex,Moreno Lopera,Alex Moreno,,,,,,,694.0,32.0,26.0,43.0,16e9d0ea,4120.0,193098
106603,Ezekiel,Fryers,Fryers,580.0,,,,,,,,,,f58d6213,1671.0,141655
106606,Massimo,Luongo,Luongo,,,,,,,,,277.0,,967ac6e1,12747.0,181687
106611,Michael,Keane,Keane,58.0,146.0,162.0,143.0,156.0,169.0,180.0,257.0,228.0,295.0,c5b7c315,1653.0,118534
106617,Patrick,Bamford,Bamford,553.0,,,,202.0,189.0,227.0,,,363.0,93feac6e,822.0,183334
106618,Paul,Dummett,Dummett,,291.0,313.0,255.0,331.0,301.0,362.0,581.0,,,3fe6bd8c,853.0,170321
106757,Jürgen,Locadia,Locadia,,604.0,65.0,45.0,,595.0,,,,,6cc47ae1,6542.0,166240
106760,Luke,Shaw,Shaw,247.0,265.0,286.0,226.0,300.0,275.0,332.0,398.0,387.0,443.0,9c94165b,1006.0,183288
106824,Memphis,Depay,Depay,258.0,,,,,,,,,,8f696594,555.0,167850
106837,Dennis,Praet,Praet,,,,517.0,225.0,206.0,549.0,,,,86695068,1234.0,129588
106899,Roque,Mesa,Mesa,,370.0,,,,,,,,,7c4243d4,2356.0,202984
107265,Angus,Gunn,Gunn,668.0,,452.0,319.0,371.0,448.0,,,,675.0,e082af5b,5544.0,201574
107613,Romain,Saïss,Saïss,,,426.0,407.0,461.0,431.0,,,,,9fbbcf39,3491.0,204198
108053,Conor,Townsend,Townsend,,,,,418.0,,,,583.0,,4dc4f138,8905.0,146509
108093,Luciano,Vietto,Vietto,,,513.0,,,,,,,,2513a588,2274.0,214316
108156,Björn,Engels,Engels,,,,455.0,36.0,31.0,,,,,4fdf1fd9,7152.0,193469
108411,Dan,Potts,Potts,,,,,,,,333.0,,,3595affe,12309.0,207037
108413,Will,Hughes,Hughes,,416.0,392.0,370.0,,386.0,163.0,229.0,203.0,270.0,a0666d3e,6104.0,207014
108416,John,Egan,Egan,,,,295.0,353.0,,,480.0,,,debe38a0,7703.0,121324
108438,Sandro,Ramírez,Sandro,,160.0,470.0,,,,,,,,833fb62e,2537.0,199369
108796,Tom,Lockyer,Lockyer,,,,,,,,575.0,,,37118440,11714.0,207742
108813,Christian,Walton,Walton,,,,,503.0,,,,283.0,,c666574f,9251.0,208379
108823,Dele,Alli,Dele,398.0,388.0,365.0,344.0,394.0,363.0,181.0,248.0,,,cea4ee8f,645.0,207929
108824,Brendan,Galloway,Galloway,129.0,,,,,,,,,,321506b3,909.0,208244
109065,Davy,Klaassen,Klaassen,,158.0,171.0,,,,,,,,15fd5593,6045.0,182932
109322,Jesse,Lingard,Lingard,266.0,279.0,300.0,241.0,301.0,276.0,527.0,,,,810e3c74,558.0,141660
109345,Solly,March,March,,66.0,58.0,55.0,65.0,60.0,107.0,140.0,132.0,159.0,bb5fbd2b,6049.0,209212
109434,Terence,Kongolo,Kongolo,,591.0,198.0,,585.0,,208.0,274.0,,,1f9a3a04,6067.0,152651
109528,Javier,Manquillo Gaitán,Manquillo,538.0,477.0,315.0,256.0,332.0,302.0,363.0,422.0,,,758dd7f0,1719.0,162029
109533,Emerson,Palmieri dos Santos,Emerson,,614.0,121.0,107.0,111.0,539.0,545.0,532.0,520.0,604.0,e0bc6fdc,1245.0,181778
109638,Kean,Bryan,Bryan,,,,,603.0,,,,,,c684d3c9,9163.0,214928
109646,Tosin,Adarabioyo,Tosin,607.0,586.0,,,572.0,,209.0,286.0,187.0,232.0,c81d773d,5590.0,258878
109745,Kepa,Arrizabalaga Revuelta,Arrizabalaga,,,498.0,111.0,112.0,129.0,133.0,187.0,152.0,2.0,28d596a0,5061.0,192279
109788,João Mário,Naval Costa Eduardo,João Mário,,608.0,,,,,,,,,f0021247,1512.0,149729
109999,Ibrahima,Cissé,Cissé,,,521.0,,,,,,,,be4fede9,6839.0,160380
110504,Bertrand,Traoré,Traoré,91.0,,,,540.0,32.0,34.0,59.0,,735.0,c47541e0,695.0,131996
110735,Adam,Webster,Webster,,,,493.0,66.0,61.0,108.0,153.0,147.0,153.0,c40b6180,7699.0,212847
110979,Sadio,Mané,Mané,212.0,230.0,251.0,192.0,251.0,230.0,,,,,c691bfe2,838.0,200512
111234,Jordan,Pickford,Pickford,340.0,135.0,154.0,148.0,157.0,170.0,182.0,263.0,235.0,287.0,4806ec67,741.0,130164
111291,Fernando,Marçal,Marçal,,,,,505.0,432.0,,,,,9ae9eaea,5708.0,137745
111317,David,Brooks,Brooks,,,42.0,76.0,,,60.0,64.0,62.0,86.0,dc4cae05,6820.0,277033
111452,Odysseas,Vlachodimos,Odysseas,,,,,,,,710.0,412.0,472.0,03df04ff,375.0,124419
111457,Sead,Kolasinac,Kolasinac,,13.0,8.0,3.0,14.0,11.0,,,,,3935e52e,342.0,94005
111478,Joël,Veltman,Veltman,,,,,67.0,62.0,109.0,151.0,145.0,152.0,dad4b285,8780.0,111195
111773,Emil,Krafth,Krafth,,,,519.0,333.0,303.0,364.0,417.0,405.0,479.0,77cf6852,1545.0,184528
111782,Robin,Olsen,Olsen,,,,,573.0,691.0,35.0,53.0,51.0,,e7ee38c3,6962.0,75458
111787,Modou,Barrow,Barrow,379.0,368.0,,,,,,,,,75783f5f,720.0,189070
111847,Adama,Diomande,Diomande,164.0,,,,,,,,,,336dbcb2,1694.0,93145
111931,Ricardo,Barbosa Pereira,Ricardo,,,221.0,159.0,226.0,207.0,256.0,,302.0,,75a72a99,3303.0,215876
112139,James,Wilson,Wilson,270.0,,,,,,,,,,b0d786ee,992.0,214104
112316,Jakob,Haugaard,Haugaard,317.0,569.0,,,,,,,,,142741bb,870.0,138335
112338,Emre,Can,Can,204.0,227.0,,,,,,,,,a65ce836,604.0,119296
112507,Jack,Rose,Rose,548.0,,,,,,,,,,eb338814,1009.0,186923
112516,Isaiah,Brown,Brown,,481.0,,,,,,,,,bf54c8cc,4481.0,245805
112520,Alex,Palmer,Palmer,601.0,557.0,,,,,,,764.0,,6ea97fd5,1038.0,245625
113534,Matt,Macey,Macey,660.0,559.0,,646.0,527.0,,,323.0,,,136e7649,903.0,220491
113564,Sam,Byram,Byram,457.0,445.0,404.0,454.0,,321.0,,,,346.0,1bf811d4,902.0,236953
113688,Oumar,Niasse,Niasse,145.0,548.0,176.0,570.0,,,,,,,af721f98,599.0,209781
114000,George,Honeyman,Honeyman,587.0,,,,,,,,,,84afeaff,1046.0,218140
114054,Omar,Bogle,Bogle,,,108.0,,,,,,,,c334bcfc,,134657
114093,Matthew,Pennington,Pennington,131.0,141.0,,,,,,,,,0ff967f7,920.0,220755
114128,Jonathan,Castro Otto,J.Otto,,,483.0,402.0,462.0,433.0,477.0,560.0,,,e28868f3,2280.0,175446
114241,Harry,Toffolo,Toffolo,,,,,,,523.0,465.0,444.0,,a105d46a,10758.0,198516
114243,Jacob,Murphy,J.Murphy,,478.0,321.0,483.0,497.0,304.0,365.0,423.0,402.0,489.0,de112b84,6063.0,199527
114245,Josh,Murphy,Murphy,,,106.0,,,,,,,,b30c7426,6828.0,199528
114283,Jack,Grealish,Grealish,,,,29.0,37.0,33.0,305.0,354.0,349.0,419.0,b0b4fd3e,675.0,203460
114536,Ryan,Inniss,Inniss,,,,,534.0,,,,,,600ae8cb,8822.0,183284
115357,Mouez,Hassen,Hassen,650.0,,,,,,,,,,fd481f3f,3313.0,215677
115382,Neal,Maupay,Maupay,,,,502.0,68.0,63.0,110.0,258.0,229.0,,4bcf39f6,3621.0,217115
115556,Ben,Davies,Davies,386.0,381.0,356.0,329.0,395.0,364.0,432.0,495.0,484.0,571.0,44781702,660.0,192765
115854,Duncan,Watmore,Watmore,353.0,,,,,,,,,,2b2bae51,919.0,248045
115858,Rachid,Ghezzal,Ghezzal,,,492.0,173.0,,,,,,,dc3a9a0d,3276.0,118287
115918,Rúnar Alex,Rúnarsson,Rúnarsson,,,,,547.0,2.0,,18.0,,,8fa8f8d2,6875.0,205657
116216,Leandro,Trossard,Trossard,,,,421.0,69.0,64.0,111.0,26.0,23.0,20.0,38ceb24a,7698.0,144028
116404,Felipe Augusto,de Almeida Monteiro,Felipe,,,,,,,730.0,445.0,,,51a3c4c8,7921.0,156501
116535,Alisson,Becker,A.Becker,,,468.0,189.0,252.0,231.0,281.0,291.0,310.0,366.0,7a2e46a8,1257.0,105470
116543,Valentino,Lazaro,Lazaro,,,,614.0,,,,,,,016ff750,6352.0,186368
116594,N'Golo,Kanté,Kanté,95.0,111.0,126.0,119.0,113.0,130.0,134.0,,,,b9fbae28,751.0,225083
116643,Fabio Henrique,Tavares,Fabinho,,,255.0,197.0,253.0,232.0,282.0,296.0,,,7f3b388c,3420.0,225693
118335,Abdul Rahman,Baba,Baba,80.0,,,,,,,190.0,,,e4086af3,684.0,224884
118342,Mark,Flekken,Flekken,,,,,,,,101.0,91.0,,a92ab7be,7047.0,125714
118748,Mohamed,Salah,M.Salah,,234.0,253.0,191.0,254.0,233.0,283.0,308.0,328.0,381.0,e342ad68,1250.0,148455
118884,Erik,Durm,Durm,,,461.0,,,,,,,,cf623c78,2640.0,93922
119471,Fabian,Schär,Schär,,,482.0,252.0,334.0,305.0,366.0,427.0,415.0,474.0,c8aa95da,76.0,135343
119765,Allan,Marques Loureiro,Allan,,,,,502.0,171.0,183.0,,,,cc700722,1379.0,126422
120202,Wout,Weghorst,Weghorst,,,,,,700.0,701.0,183.0,,,c4e87b8b,7052.0,228645
120250,André,Tavares Gomes,André Gomes,,,508.0,422.0,158.0,172.0,184.0,244.0,,,1961b2aa,2383.0,221025
120447,Bradley,Smith,Brad Smith,197.0,37.0,,,,,,,,,c76c717c,477.0,175745
120721,Kevin,Mbabu,Mbabu,,,,,,,532.0,277.0,250.0,,493924a7,983.0,183321
121145,João,Cavaco Cancelo,João Cancelo,,,,518.0,277.0,256.0,306.0,346.0,353.0,,bd6351cd,2379.0,182712
121160,Ederson,Santana de Moraes,Ederson M.,,240.0,260.0,212.0,278.0,257.0,307.0,352.0,347.0,399.0,3bb7b8b4,6054.0,238223
121221,Ramiro,Funes Mori,Funes Mori,132.0,142.0,,,,,,,,,89cbc961,597.0,11111
121570,Julian,Jeanvier,Jeanvier,,,,,,722.0,,,,,5cb215fc,10545.0,134277
121599,Abdoulaye,Doucouré,A.Doucoure,482.0,414.0,390.0,368.0,512.0,173.0,185.0,249.0,217.0,,02b29014,1726.0,127187
121709,Walter,Benítez,Benitez,,,,,,,,,,254.0,8a2248b4,5652.0,296802
122074,Marcus,Bettinelli,Bettinelli,,,178.0,,183.0,606.0,635.0,192.0,155.0,401.0,0d85a4e8,7076.0,116648
122342,Emerson,Hyndman,Hyndman,45.0,584.0,41.0,,,,,,,,3be1a627,6457.0,223047
122411,Cameron,Burgess,Burgess,,,,,,,,,263.0,,da61ca98,12755.0,255788
122775,Morgan,Sanson,Sanson,,,,,647.0,34.0,36.0,56.0,,,6e7f1353,3696.0,174094
122797,Callum,Paterson,Paterson,,,101.0,,,,,,,,d2583bce,6826.0,169555
122798,Andrew,Robertson,Robertson,152.0,475.0,247.0,181.0,255.0,234.0,284.0,307.0,335.0,372.0,2e4f5f03,1688.0,234803
122806,John,McGinn,McGinn,,,,31.0,38.0,35.0,37.0,50.0,48.0,54.0,90f91999,7723.0,193116
123125,Viktor,Fischer,Fischer,289.0,,,,,,,,,,b5920350,1713.0,95755
123354,Kortney,Hause,Hause,,,525.0,25.0,39.0,36.0,38.0,45.0,40.0,,bf8fad51,6859.0,233124
124165,Patrick,Roberts,Roberts,,,,435.0,,,,,,545.0,59d93937,925.0,225452
124183,Hakim,Ziyech,Ziyech,,,,,114.0,131.0,135.0,218.0,,,6622454d,8992.0,217111
126184,Nathan,Aké,Aké,36.0,38.0,31.0,59.0,279.0,258.0,308.0,342.0,341.0,405.0,eaeca114,579.0,177476
126187,Ruben,Loftus-Cheek,Loftus-Cheek,88.0,108.0,132.0,115.0,115.0,132.0,136.0,,,,e97fd090,688.0,202886
126407,Nabil,Bentaleb,Bentaleb,395.0,,,612.0,,,,,,,3189f61a,914.0,245537
126468,Tokelo,Rantie,Rantie,50.0,,,,,,,,,,7ef25942,958.0,198495
128198,Sofiane,Boufal,Boufal,551.0,322.0,341.0,508.0,372.0,,,,,,b0c71810,1734.0,232271
